doi,dataset_url,dataset_domain,dataset_type,dataset_source_category
10.1016/j.tra.2023.103584,https://zenodo.org/record/5517983,zenodo.org,open_repo,open_repo_doi
10.1016/j.trip.2021.100322,https://pedbikeinfo.org/shiftingstreets,pedbikeinfo.org,other,ngo_nonprofit_org
10.1016/j.trip.2021.100322,https://pedbikeinfo.org/resources/resources_details.cfm,pedbikeinfo.org,other,ngo_nonprofit_org
10.1016/j.trip.2021.100322,https://www.covidmobilityworks.org,covidmobilityworks.org,other,ngo_nonprofit_org
10.1016/j.trip.2021.100322,https://datasketch.github.io/mobility-actions,datasketch.github.io,other,other_web
10.1016/j.trb.2022.01.005,https://fprodrigues.com/amortized-mxl,fprodrigues.com,other,other_web
10.1016/j.trc.2024.104704,https://10.5281/zenodo.8363461,None,other,other_web
10.1016/j.trd.2019.04.002,https://sourceforge.net/projects/electric-vehicle-project/files,sourceforge.net,other,other_web
10.1016/j.trf.2023.01.021,https://doi.org/10.4121/21069820,doi.org,open_repo,open_repo_doi
10.1016/j.trc.2019.11.009,https://github.com/KGkiotsalitis/bus-dispatching-in-rolling-horizons,github.com,code_host,code_host
10.1016/j.trd.2019.04.014,https://doi.org/10.5281/zenodo.2658117,doi.org,open_repo,open_repo_doi
10.1016/j.tre.2022.102827,https://figshare.com/s/e1631bc804deed885d43,figshare.com,open_repo,open_repo_doi
10.1016/j.tre.2021.102601,https://github.com/davidrey123/DARP,github.com,code_host,code_host
10.1016/j.trf.2019.07.019,https://github.com/mkatliar/omsf,github.com,code_host,code_host
10.1016/j.trc.2020.02.004,https://github.com/DrKeHan/DTD,github.com,code_host,code_host
10.1016/j.tra.2024.103987,https://data.mendeley.com/datasets/xt69cnwh56/1,data.mendeley.com,open_repo,open_repo_doi
10.1016/j.trc.2023.104068,https://github.com/danlegend5/FitFun,github.com,code_host,code_host
10.1016/j.tra.2023.103785,https://github.com/ghirte/WorkingFromCar,github.com,code_host,code_host
10.1016/j.trc.2021.103185,https://github.com/RomainLITUD/DGCN_traffic_forecasting,github.com,code_host,code_host
10.1016/j.trc.2021.103490,https://data.mendeley.com/datasets/wfn2c3437n/2,data.mendeley.com,open_repo,open_repo_doi
10.1016/j.trip.2021.100436,https://data.mendeley.com/datasets/xf5cvrkwps/3,data.mendeley.com,open_repo,open_repo_doi
10.1016/j.trc.2023.104402,https://github.com/tongnie/GNN4Flow,github.com,code_host,code_host
10.1016/j.trc.2021.103081,https://github.com/ronan-keane/havsim,github.com,code_host,code_host
10.1016/j.trd.2023.103825,https://zenodo.org/record/7866504,zenodo.org,open_repo,open_repo_doi
10.1016/j.tra.2023.103906,https://data.4tu.nl/datasets/ea9f1238-0cc8-47ba-b8c6-3e0846fb8d19,data.4tu.nl,other,other_web
10.1016/j.trc.2022.103966,https://doi.org/10.5281/zenodo.7426506,doi.org,open_repo,open_repo_doi
10.1016/j.trc.2022.103966,https://open-traffic.epfl.ch,open-traffic.epfl.ch,other,other_web
10.1016/j.tra.2020.04.011,https://github.com/manserpa/minibus,github.com,code_host,code_host
10.1016/j.trf.2024.06.025,https://doi.org/10.17605/OSF.IO/J7FYS,doi.org,open_repo,open_repo_doi
10.1016/j.trd.2019.03.005,https://data.world/ride-austin/ride-austin-june-6-april-13,data.world,other,other_web
10.1016/j.trc.2022.103659,https://github.com/goaheand/AdapGL-pytorch,github.com,code_host,code_host
10.1016/j.trc.2021.103275,https://github.com/yashpant/FlyByLogic,github.com,code_host,code_host
10.1016/j.tra.2023.103926,https://zenodo.org/record/6803956,zenodo.org,open_repo,open_repo_doi
10.1016/j.trd.2020.102423,https://github.com/Rise-group/databe_cyclists_medellin.git,github.com,code_host,code_host
10.1016/j.trb.2021.09.007,https://github.com/Cangokalp,github.com,code_host,code_host
10.1016/j.trip.2020.100167,https://github.com/georgiakouy/COVID-19,github.com,code_host,code_host
10.1016/j.trip.2021.100504,https://10.17632/g73pbyprm5.1,None,other,other_web
10.1016/j.trc.2019.07.024,https://www.ece.osu.edu/~coifman/documents,ece.osu.edu,other,university_repo
10.1016/j.trc.2021.102999,https://github.com/wangleicuail/EVsharingBasicData,github.com,code_host,code_host
10.1016/j.trip.2023.100992,https://dataverse.unc.edu/dataset.xhtml,dataverse.unc.edu,other,university_repo
10.1016/j.trd.2023.103757,https://github.com/ipeaGIT/gtfs2emis,github.com,code_host,code_host
10.1016/j.trd.2023.103757,https://doi.org/10.5281/zenodo.7309183,doi.org,open_repo,open_repo_doi
10.1016/j.trc.2020.102894,https://github.com/meeadsaberi/dynamel,github.com,code_host,code_host
10.1016/j.tra.2023.103674,https://open-traffic.epfl.ch,open-traffic.epfl.ch,other,other_web
10.1016/j.trc.2023.104224,https://github.com/jiawlu/Traffic_State_Estimation-Computational_Graph,github.com,code_host,code_host
10.1016/j.tra.2022.09.002,https://github.com/websense/CIAMpassengers,github.com,code_host,code_host
10.1016/j.trd.2023.103645,https://github.com/TheYuanLiao/synthetic-sweden,github.com,code_host,code_host
10.1016/j.trd.2023.103645,https://doi.org/10.5281/zenodo.7549847,doi.org,open_repo,open_repo_doi
10.1016/j.trb.2023.102801,https://doi.org/10.17635/lancaster/researchdata/634,doi.org,open_repo,open_repo_doi
10.1016/j.trd.2023.103829,https://doi.org/10.1016/j.trd.2023.103829,doi.org,open_repo,open_repo_doi
10.1016/j.trc.2020.102640,https://github.com/humnetlab/BikesBogota,github.com,code_host,code_host
10.1016/j.trc.2021.103127,https://github.com/hkujy/ISTTT24Data,github.com,code_host,code_host
10.1016/j.trd.2024.104087,https://github.com/peterberr/sufficcs_mobility/tree/main/outputs,github.com,code_host,code_host
10.1016/j.trc.2021.103465,https://github.com/FinestStone/AV-Interactions-City-Traffic,github.com,code_host,code_host
10.1016/j.trf.2023.02.008,https://doi.org/10.5281/zenodo.5107737,doi.org,open_repo,open_repo_doi
10.1016/j.trc.2021.103259,https://github.com/HaziqRazali/Pedestrian-Intention-Prediction,github.com,code_host,code_host
10.1016/j.trd.2020.102360,https://doi.org/10.4121/uuid:e6560568-4203-43c5-9fdb-a91bc5e2cee4,doi.org,open_repo,open_repo_doi
10.1016/j.trip.2024.101178,https://doi.org/10.4121/a59fcc0f-4603-490a-b0b8-8b2287141e30,doi.org,open_repo,open_repo_doi
10.1016/j.trf.2022.04.010,https://osf.io/dx3fc,osf.io,open_repo,open_repo_doi
10.1016/j.trc.2022.103984,https://github.com/joeyleehk/IrConv-LSTM,github.com,code_host,code_host
10.1016/j.trc.2018.12.012,https://doi.org/10.15695/vudata.cee.2,doi.org,open_repo,open_repo_doi
10.1016/j.trd.2024.104086,https://10.7282/00000369,None,other,other_web
10.1016/j.trb.2022.04.006,https://data.mendeley.com/datasets/kwx3f9p9x2/1,data.mendeley.com,open_repo,open_repo_doi
10.1016/j.trd.2023.103717,https://doi.org/10.5281/zenodo.7180085,doi.org,open_repo,open_repo_doi
10.1016/j.trip.2022.100563,https://osf.io/8q2wb,osf.io,open_repo,open_repo_doi
10.1016/j.trf.2021.07.013,https://doi.org/10.17639/nott.7133,doi.org,open_repo,open_repo_doi
10.1016/j.tra.2022.01.010,https://data.mendeley.com/datasets/kszst8ssd2/3,data.mendeley.com,open_repo,open_repo_doi
10.1016/j.trc.2023.104419,https://github.com/zhandongxu/GP_RTAP,github.com,code_host,code_host
10.1016/j.tre.2022.102806,https://doi.org/10.17863/CAM.85777,doi.org,open_repo,open_repo_doi
10.1016/j.trc.2021.103370,https://data.researchdatafinder.qut.edu.au/dataset/bluetooth-od-data,data.researchdatafinder.qut.edu.au,other,other_web
10.1016/j.trd.2018.11.014,https://doi.org/10.4121/uuid:994f0ab2-0fa2-493f-88ad-fbf4eaaf470e,doi.org,open_repo,open_repo_doi
10.1016/j.trf.2020.05.013,https://doi.org/10.4121/uuid:a1f0ad0f-0033-431f-8a90-0efcae37dd6a,doi.org,open_repo,open_repo_doi
10.1016/j.tra.2019.10.016,https://github.com/JusteRaimbault/EnergyPriceAt,github.com,code_host,code_host
10.1016/j.trd.2020.102530,https://doi.org/10.17863/CAM.57364,doi.org,open_repo,open_repo_doi
10.1016/j.tre.2020.102003,https://www.leandro-coelho.com/slot-assignment-and-order-picking,leandro-coelho.com,other,other_web
10.1016/j.trc.2024.104748,https://github.com/ethz-coss/calm_rl,github.com,code_host,code_host
10.1016/j.trc.2022.103697,https://github.com/HaoZhouGT/openpilot,github.com,code_host,code_host
10.1016/j.trf.2022.10.003,https://www.doi.org/10.17605/OSF.IO/6G8VS,doi.org,open_repo,open_repo_doi
10.1016/j.trip.2022.100689,https://doi.org/10.17632/tfkgpmgf9t.1,doi.org,open_repo,open_repo_doi
10.1016/j.trf.2023.03.005,https://osf.io/kq7f5,osf.io,open_repo,open_repo_doi
10.1016/j.trc.2024.104791,https://github.com/wwb00l/CRRFNet,github.com,code_host,code_host
10.1016/j.trb.2020.09.003,https://www.mcs.anl.gov/~jlarson/SHSAV,mcs.anl.gov,other,gov_open_data
10.1016/j.tra.2024.103953,https://github.com/desjae/AST-Framing-Analysis-Ontario,github.com,code_host,code_host
10.1016/j.trf.2023.12.019,https://osf.io/fd4a7,osf.io,open_repo,open_repo_doi
10.1016/j.trc.2022.103926,https://github.com/Yifanny/Generative_CF_Model_Conditioned_On_DS.git,github.com,code_host,code_host
10.1016/j.trc.2021.103491,https://recherche.enac.fr/~wangrx/gap,recherche.enac.fr,other,other_web
10.1016/j.trc.2023.104291,https://github.com/transp-or/oasis,github.com,code_host,code_host
10.1016/j.trb.2018.12.002,https://ped.fz-juelich.de/da/2013crossing90,ped.fz-juelich.de,other,other_web
10.1016/j.trc.2020.102620,https://github.com/zhiyongc/Seattle-Loop-Data,github.com,code_host,code_host
10.1016/j.trb.2019.04.006,https://github.com/research-licit/ISTTT2019,github.com,code_host,code_host
10.1016/j.trc.2024.104617,https://github.com/xiaoluban/Modeling-Interpretable-Social-Interactions-for-Pedestrian-Trajectory,github.com,code_host,code_host
10.1016/j.trf.2023.05.002,https://10.17632/tn4xtwh835.2,None,other,other_web
10.1016/j.tra.2023.103643,https://github.com/giovanni-cal/future-transit,github.com,code_host,code_host
10.1016/j.tra.2019.11.007,https://doi.org/10.1016/j.tra.2019.11.007,doi.org,open_repo,open_repo_doi
10.1016/j.tra.2020.09.006,https://github.com/yaohandong/HISTORIC-DATA,github.com,code_host,code_host
10.1016/j.trc.2024.104759,https://zenodo.org/record/7733664,zenodo.org,open_repo,open_repo_doi
10.1016/j.trf.2024.06.003,https://osf.io/h27nz,osf.io,open_repo,open_repo_doi
10.1016/j.trc.2019.11.003,https://github.com/optimatorlab/mFSTSP,github.com,code_host,code_host
10.1016/j.trc.2020.102781,https://github.com/amillb/pgMapMatch,github.com,code_host,code_host
10.1016/j.trc.2023.104170,https://github.com/dkouzoup/ms-eetc,github.com,code_host,code_host
10.1016/j.trb.2022.11.005,https://github.com/xr2006/AMXL.git,github.com,code_host,code_host
10.1016/j.trc.2024.104523,https://github.com/ekinugurel/GPSImpute,github.com,code_host,code_host
10.1016/j.trc.2023.104127,https://github.com/RadetzkyLi/3P-MSPointNet,github.com,code_host,code_host
10.1016/j.tra.2022.07.010,https://doi.org/10.5281/zenodo.3661118,doi.org,open_repo,open_repo_doi
10.1016/j.trb.2022.02.010,https://github.com/MartinLHazelton/transportation,github.com,code_host,code_host
10.1016/j.trf.2022.10.012,https://osf.io/3g5jm,osf.io,open_repo,open_repo_doi
10.1016/j.tre.2024.103758,https://github.com/Shenglin807/SARP_RL_Dataset/tree/master,github.com,code_host,code_host
10.1016/j.trc.2024.104763,https://github.com/Milad-Haghani/Decision-making-of-individuals,github.com,code_host,code_host
10.1016/j.tra.2021.03.015,https://github.com/uky-transport-data-science/forecastcarddata,github.com,code_host,code_host
10.1016/j.tra.2021.02.015,https://github.com/jweckstr/journey-diversity-scripts,github.com,code_host,code_host
10.1016/j.trd.2022.103332,https://doi.org/10.5281/zenodo.6587266,doi.org,open_repo,open_repo_doi
10.1016/j.trd.2022.103332,https://github.com/keesvanginkel/europe_flood_road_disruption,github.com,code_host,code_host
10.1016/j.trf.2019.10.008,https://data.mendeley.com/datasets/ygmkvxxtsw/2,data.mendeley.com,open_repo,open_repo_doi
10.1016/j.tra.2019.01.021,https://github.com/saeedasadibagloee/Contraflow,github.com,code_host,code_host
10.1016/j.trd.2021.102713,https://doi.org/10.24406/fordatis/11,doi.org,open_repo,open_repo_doi
10.1016/j.trd.2021.102713,https://fordatis.fraunhofer.de/handle/fordatis/92,fordatis.fraunhofer.de,other,other_web
10.1016/j.trd.2021.102713,https://inve2st.readthedocs.io/en/latest,inve2st.readthedocs.io,other,other_web
10.1016/j.trd.2021.102713,https://doi.org/10.1016/j.trd.2021.102713,doi.org,open_repo,open_repo_doi
10.1016/j.trc.2020.102715,https://github.com/venktesh22/ExpressLanes_Deep-RL,github.com,code_host,code_host
10.1016/j.tre.2024.103518,https://github.com/ltbstudy/MAB-HH-test-data.git,github.com,code_host,code_host
10.1016/j.trd.2021.102744,https://github.com/...,github.com,code_host,code_host
10.1016/j.trd.2023.103706,https://github.com/LauraFrankRWTH/IntegratedCarSharing,github.com,code_host,code_host
10.1016/j.tre.2022.102905,https://github.com/briandm/physical-internet,github.com,code_host,code_host
10.1016/j.trd.2024.104255,https://zenodo.org/records/8379000,zenodo.org,open_repo,open_repo_doi
10.1016/j.trf.2023.09.014,https://osf.io/3nk2p,osf.io,open_repo,open_repo_doi
10.1016/j.tra.2021.08.019,https://data.louisville.ky.gov/dataset/dockless-vehicles/resource/e36546f6-888b-4e66-8a87-9b68cab471e6,data.louisville.ky.gov,other,gov_open_data
10.1016/j.tra.2021.08.019,https://github.com/openmobilityfoundation/mobility-data-specification,github.com,code_host,code_host
10.1016/j.trc.2021.103526,https://github.com/luansenda/congestion_propagation_inference,github.com,code_host,code_host
10.1016/j.trc.2021.103228,https://github.com/Vadermit/TransPAI,github.com,code_host,code_host
10.1016/j.trd.2023.103675,https://dx.doi.org/10.5255/UKDA-SN-854723,dx.doi.org,open_repo,open_repo_doi
10.1016/j.trd.2020.102468,https://doi.org/10.1016/j.trd.2020.102468,doi.org,open_repo,open_repo_doi
10.1016/j.trip.2023.100936,https://doi.org/10.6084/m9.figshare.20311812.v2,doi.org,open_repo,open_repo_doi
10.1016/j.trd.2019.05.004,https://github.com/lucas-spangher/agent-based-EV-sim,github.com,code_host,code_host
10.1016/j.trip.2019.100071,https://itsforge.net,itsforge.net,other,other_web
10.1016/j.trb.2020.06.006,https://github.com/rafalkucharskipk/ExMAS,github.com,code_host,code_host
10.1016/j.trc.2024.104597,https://github.com/BUILTNYU/ridepooling-with-transfers,github.com,code_host,code_host
10.1016/j.trip.2022.100694,https://www.kaggle.com/crissebasbol/lora-packets-received-from-vehicles-in-a-fmcs,kaggle.com,other,benchmark_hub
10.1016/j.trd.2020.102393,https://github.com/jasperverschuur/Port_Disruption_database,github.com,code_host,code_host
10.1016/j.trd.2021.102820,https://doi.org/10.7910/DVN/HNHJHU,doi.org,open_repo,open_repo_doi
10.1016/j.trf.2023.02.014,https://osf.io/rndxz,osf.io,open_repo,open_repo_doi
10.1016/j.tra.2023.103941,https://radwege-check.de/report,radwege-check.de,other,other_web
10.1016/j.tra.2024.104157,"https:Acharya, 2022",None,other,other_web
10.1016/j.trc.2024.104738,https://github.com/yuki-oyama/fluid-particle-csd,github.com,code_host,code_host
10.1016/j.tra.2023.103668,https://doi.org/10.17632/f38zrhc2k7.1,doi.org,open_repo,open_repo_doi
10.1016/j.trd.2024.104127,https://github.com/hututake2011/Mixed-Fleet-Last-Mile-Delivery,github.com,code_host,code_host
10.1016/j.trc.2019.11.023,https://open-traffic.epfl.ch,open-traffic.epfl.ch,other,other_web
10.1016/j.trf.2024.07.022,https://osf.io/zpktr,osf.io,open_repo,open_repo_doi
10.1016/j.trip.2022.100752,https://doi.org/10.6084/m9.figshare.13171862,doi.org,open_repo,open_repo_doi
10.1016/j.trf.2023.03.003,https://osf.io/k3cmn,osf.io,open_repo,open_repo_doi
10.1016/j.trc.2021.103069,https://osf.io/n46k5,osf.io,open_repo,open_repo_doi
10.1016/j.trc.2023.104405,https://github.com/sancarlim/Explainable-MP/tree/v1.1,github.com,code_host,code_host
10.1016/j.trf.2021.07.019,https://data.bris.ac.uk/data/dataset/00000000000000000000,data.bris.ac.uk,other,university_repo
10.1016/j.trd.2023.103822,https://open-traffic.epfl.ch,open-traffic.epfl.ch,other,other_web
10.1016/j.trc.2020.01.026,https://github.com/junzis/openap,github.com,code_host,code_host
10.1016/j.trc.2020.01.026,https://github.com/tudelft-cns-atm/bluesky,github.com,code_host,code_host
10.1016/j.tra.2023.103690,https://data.cityofchicago.org/Transportation/Transportation-Network-Providers-Trips/m6dm-c72p,data.cityofchicago.org,other,ngo_nonprofit_org
10.1016/j.tra.2023.103690,https://dx.doi.org/10.7910/DVN/GZMBJG,dx.doi.org,open_repo,open_repo_doi
10.1016/j.trb.2022.06.013,https://github.com/BUILTNYU/transit-data-game,github.com,code_host,code_host
10.1016/j.trc.2024.104806,https://github.com/MarWaltz/TUD_RL,github.com,code_host,code_host
10.1016/j.tra.2024.104156,https://doi.org/10.4121/22202389.v1,doi.org,open_repo,open_repo_doi
10.1016/j.trf.2023.03.015,https://doi.org/10.5281/zenodo.7319988,doi.org,open_repo,open_repo_doi
10.1016/j.trd.2024.104425,https://github.com/jhZzz021/The-program-for-our-work.git,github.com,code_host,code_host
10.1016/j.trd.2023.103619,https://data.mendeley.com/datasets/z4kdp3k6dp/1,data.mendeley.com,open_repo,open_repo_doi
10.1016/j.trc.2024.104502,https://zenodo.org/record/1205229,zenodo.org,open_repo,open_repo_doi
10.1016/j.trc.2024.104502,https://www.iarai.ac.at/traffic4cast/challenge,iarai.ac.at,other,university_repo
10.1016/j.trc.2020.102671,https://github.com/liyaguang/DCRNN,github.com,code_host,code_host
10.1016/j.trc.2024.104607,https://github.com/ashishbhaskar/MCMD,github.com,code_host,code_host
10.1016/j.trc.2024.104607,https://pypi.org/project/mcmd,pypi.org,other,ngo_nonprofit_org
10.1016/j.tre.2024.103647,https://github.com/FengYinLeo/PGI-SDMI,github.com,code_host,code_host
10.1016/j.trc.2023.104311,https://i24motion.org/data,i24motion.org,other,ngo_nonprofit_org
10.1016/j.trf.2024.09.020,https://osf.io/p2wme,osf.io,open_repo,open_repo_doi
10.1016/j.trc.2024.104611,https://github.com/jcpinap/DTSP-DR,github.com,code_host,code_host
10.1016/j.trb.2020.06.011,https://sites.google.com/view/chengchun/instances,sites.google.com,other,other_web
10.1016/j.trc.2022.103737,https://github.com/tongnie/tensorlib,github.com,code_host,code_host
10.1016/j.trc.2021.103291,https://github.com/eqasim-org/ile-de-france/tree/v1.2.0,github.com,code_host,code_host
10.1016/j.trip.2023.100937,https://doi.org/10.6084/m9.figshare.24231706,doi.org,open_repo,open_repo_doi
10.1016/j.trip.2020.100204,https://bridges.monash.edu/articles/Australian_Parked_Bicycle_Geometry_Database/12228029,bridges.monash.edu,other,university_repo
10.1016/j.trc.2024.104646,https://github.com/Lucky-Fan/GP_TSE,github.com,code_host,code_host
10.1016/j.trc.2019.05.030,https://github.com/junzis/acsmc,github.com,code_host,code_host
10.1016/j.trc.2023.104079,https://github.com/liangchunyaobing/RCM-AIRL,github.com,code_host,code_host
10.1016/j.trd.2021.103027,https://doi.org/10.17605/osf.io/t6gjh,doi.org,open_repo,open_repo_doi
10.1016/j.tra.2020.06.013,https://github.com/jimioke/mitei-prototype-cities,github.com,code_host,code_host
10.1016/j.trd.2020.102672,https://github.com/bstabler/TransportationNetworks,github.com,code_host,code_host
10.1016/j.trf.2019.05.021,https://doi.org/10.17605/OSF.IO/8JE5C,doi.org,open_repo,open_repo_doi
10.1016/j.trc.2023.104223,https://github.com/asu-trans-ai-lab/CAMLite,github.com,code_host,code_host
10.1016/j.trc.2023.104223,https://github.com/jiawlu/CAMLite,github.com,code_host,code_host
10.1016/j.trc.2023.104223,https://osm2gmns.readthedocs.io,osm2gmns.readthedocs.io,other,other_web
10.1016/j.trc.2023.104223,https://github.com/zephyr-data-specs/GMNS,github.com,code_host,code_host
10.1016/j.trc.2023.104223,https://asu-trans-ai-lab.github.io/web/index.html,asu-trans-ai-lab.github.io,other,other_web
10.1016/j.trc.2023.104223,https://github.com/asu-trans-ai-lab/Integrated_modeling_GMNS/tree/main/examples/United_States_network,github.com,code_host,code_host
10.1016/j.trc.2022.103869,https://github.com/ramondalmau/Machine-learning-for-ATFM.git,github.com,code_host,code_host
10.1016/j.trf.2021.03.021,https://github.com/bazilinskyy/coupled-sim,github.com,code_host,code_host
10.1016/j.trf.2021.03.021,https://doi.org/10.4121/14096067,doi.org,open_repo,open_repo_doi
10.1016/j.trip.2024.101217,https://github.com/valentijnstienen/PemPem-paper,github.com,code_host,code_host
10.1016/j.tre.2023.103234,https://github.com/Yubin-Liu/Hybrid-Q-Learning-Network-Approach-for-MPLP.git,github.com,code_host,code_host
10.1016/j.trc.2024.104762,https://github.com/Milad-Haghani/Physical-movement-of-individuals,github.com,code_host,code_host
10.1016/j.trb.2019.08.011,https://www.researchgate.net/publication/326020738_Observability_Scenarios_1-4,researchgate.net,other,other_web
10.1016/j.trb.2019.08.011,https://www.researchgate.net/publication/332545172_Experiments_on_large_scale_networks_k-best_path_based_observability,researchgate.net,other,other_web
10.1016/j.trc.2022.103644,https://github.com/HossseinMoradi/Project2,github.com,code_host,code_host
10.1016/j.tra.2024.104064,https://github.com/nyu-cities/parking-simulation,github.com,code_host,code_host
10.1016/j.trc.2024.104522,https://github.com/LehmannJonas/2E-MT-VRP-PTW-Instances,github.com,code_host,code_host
10.1016/j.tre.2019.10.007,https://orlib.uqcloud.net,orlib.uqcloud.net,other,other_web
10.1016/j.tre.2024.103574,https://github.com/burnsaar/Parking_Slot_Assignment_Problem-Public,github.com,code_host,code_host
10.1016/j.tre.2021.102562,https://github.com/BUILTNYU/PDPSET,github.com,code_host,code_host
10.1016/j.trc.2024.104563,https://github.com/mie-lab/train_delay,github.com,code_host,code_host
10.1016/j.trc.2020.02.019,https://ped.fz-juelich.de/extda/feliciani2018,ped.fz-juelich.de,other,other_web
10.1016/j.trd.2023.103745,https://zenodo.org/record/6919557,zenodo.org,open_repo,open_repo_doi
